"MP_hydroid","Hydrocode","Source_Type","MP.Name","Facility_hydroid","Facility","Use_Type","Latitude","Longitude","FIPS","Locality_NA","OWS.Planner","X2017","X2018","X2019","X2020","X2021","fiveyr_avg_mgy","Locality","GW_type","SW_Type"
185,"gwp_375610075282501","Groundwater","Main Base Well #4",67153,"Us Nasa -Goddard Space Flight Center - Main Base","Commercial",37.936,-75.473472222222,51001,NA,"rgreen",54.1007,11.5582,9.749,16.4408,10.6201,20.49,"Accomack County",1,NA
186,"gwp_375621075285001","Groundwater","Main Base Well #5(H-115)",67153,"Us Nasa -Goddard Space Flight Center - Main Base","Commercial",37.939083333333,-75.480638888889,51001,NA,"rgreen",29.71262,7.4297,0,0,0,7.43,"Accomack County",1,NA
187,"gwp_373905075434901","Groundwater","Home Farm #1",67453,"Home Farm","Agriculture",37.651527777778,-75.730138888889,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
189,"gwp_373901075411801","Groundwater","Well Number 1",67308,"James Farm","Agriculture",37.650288888889,-75.688338888889,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
190,"gwp_374605075371101","Groundwater","Well #1",66878,"Rew Farm","Irrigation",37.767797222222,-75.619727777778,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
191,"gwp_374556075371901","Groundwater","Well #2",66878,"Rew Farm","Irrigation",37.765566666667,-75.621688888889,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
192,"gwp_374559075371701","Groundwater","Well #3",66878,"Rew Farm","Irrigation",37.766130555556,-75.621394444444,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
193,"gwp_374018075392701","Groundwater","Well #1",66922,"Gunter Farm","Agriculture",37.671672222222,-75.657513888889,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
194,"gwp_374018075393201","Groundwater","Well #2",66922,"Gunter Farm","Agriculture",37.671672222222,-75.658888888889,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
195,"gwp_374142075405201","Groundwater","Well #1",66969,"Burton Farm","Agriculture",37.695013888889,-75.681122222222,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
196,"gwp_374143075405101","Groundwater","Well #2",66969,"Burton Farm","Agriculture",37.695280555556,-75.680833333333,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
197,"gwp_374147075405101","Groundwater","Well #3",66969,"Burton Farm","Agriculture",37.696125,-75.680838888889,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
198,"gwp_374047075415301","Groundwater","M1",67076,"Virginia Farm (Aka Middleton Farm)","Irrigation",37.679461111111,-75.698058333333,51001,NA,"rgreen",0.13,0,NA,NA,NA,0.06,"Accomack County",1,NA
199,"gwp_374046075415801","Groundwater","M2",67076,"Virginia Farm (Aka Middleton Farm)","Irrigation",37.679188888889,-75.69945,51001,NA,"rgreen",0.181,3.509,NA,NA,NA,1.84,"Accomack County",1,NA
200,"gwp_374057075420401","Groundwater","M3",67076,"Virginia Farm (Aka Middleton Farm)","Irrigation",37.682238888889,-75.700847222222,51001,NA,"rgreen",8.343,5.742,NA,NA,NA,7.04,"Accomack County",1,NA
201,"gwp_374050075415001","Groundwater","M4",67076,"Virginia Farm (Aka Middleton Farm)","Irrigation",37.680297222222,-75.697230555556,51001,NA,"rgreen",0,0,NA,NA,NA,0,"Accomack County",1,NA
202,"gwp_374051075414801","Groundwater","M5",67076,"Virginia Farm (Aka Middleton Farm)","Irrigation",37.680580555556,-75.696411111111,51001,NA,"rgreen",0.021,0,NA,NA,NA,0.01,"Accomack County",1,NA
203,"gwp_374047075415401","Groundwater","M6",67076,"Virginia Farm (Aka Middleton Farm)","Irrigation",37.679722222222,-75.698072222222,51001,NA,"rgreen",0,0,NA,NA,NA,0,"Accomack County",1,NA
204,"gwp_374050075415801","Groundwater","M7",67076,"Virginia Farm (Aka Middleton Farm)","Irrigation",37.6803,-75.699169444444,51001,NA,"rgreen",0,0,NA,NA,NA,0,"Accomack County",1,NA
205,"gwp_374102075411001","Groundwater","A1",67076,"Virginia Farm (Aka Middleton Farm)","Irrigation",37.683627777778,-75.686111111111,51001,NA,"rgreen",0,0,NA,NA,NA,0,"Accomack County",1,NA
206,"gwp_374059075411301","Groundwater","A2",67076,"Virginia Farm (Aka Middleton Farm)","Irrigation",37.683063888889,-75.686947222222,51001,NA,"rgreen",0,0,NA,NA,NA,0,"Accomack County",1,NA
207,"gwp_374056075411601","Groundwater","A3",67076,"Virginia Farm (Aka Middleton Farm)","Irrigation",37.682227777778,-75.687777777778,51001,NA,"rgreen",4.895,2.499,NA,NA,NA,3.7,"Accomack County",1,NA
208,"gwp_374055075411801","Groundwater","A4",67076,"Virginia Farm (Aka Middleton Farm)","Irrigation",37.681686111111,-75.688341666667,51001,NA,"rgreen",0,0,NA,NA,NA,0,"Accomack County",1,NA
209,"gwp_374052075412001","Groundwater","A5",67076,"Virginia Farm (Aka Middleton Farm)","Irrigation",37.681119444444,-75.688891666667,51001,NA,"rgreen",0,0,NA,NA,NA,0,"Accomack County",1,NA
210,"gwp_374046075412301","Groundwater","A6",67076,"Virginia Farm (Aka Middleton Farm)","Irrigation",37.679447222222,-75.689733333333,51001,NA,"rgreen",0,1.911,NA,NA,NA,0.96,"Accomack County",1,NA
211,"gwp_374048075412101","Groundwater","A7",67076,"Virginia Farm (Aka Middleton Farm)","Irrigation",37.680005555556,-75.689177777778,51001,NA,"rgreen",0.103,0.125,NA,NA,NA,0.11,"Accomack County",1,NA
214,"gwp_374435075353301","Groundwater","Well #1",67077,"Goshen Farm","Agriculture",37.826136111111,-75.592508333333,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
215,"gwp_374432075353801","Groundwater","Well #2",67077,"Goshen Farm","Agriculture",37.742233333333,-75.593897222222,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
216,"gwp_374014075383001","Groundwater","Well #1",66983,"Smith Farm","Agriculture",37.670563888889,-75.641411111111,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
217,"gwp_374010075382601","Groundwater","Well #2",66983,"Smith Farm","Agriculture",37.66945,-75.640555555556,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
218,"gwp_375219075344002","Groundwater","#4",66968,"Drummond Farm","Agriculture",37.871833333333,-75.577666666667,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
219,"gwp_374226075441599","Groundwater","Test #1 (Monitoring)",67084,"Onancock Town Of","Municipal",37.707194444444,-75.7375,51001,NA,"rgreen",NA,NA,NA,0,0,0,"Accomack County",1,NA
220,"gwp_374225075441401","Groundwater","#7",67084,"Onancock Town Of","Municipal",37.706916666667,-75.737333333333,51001,NA,"rgreen",23.9793,34.5682,28.5177,21.5798,34.0376,28.54,"Accomack County",1,NA
221,"gwp_374227075441901","Groundwater","#8",67084,"Onancock Town Of","Municipal",37.707527777778,-75.738638888889,51001,NA,"rgreen",8.2871,8.9847,6.18314,6.5449,6.9108,7.38,"Accomack County",1,NA
222,"gwp_374229075441401","Groundwater","#9",67084,"Onancock Town Of","Municipal",37.708138888889,-75.737194444444,51001,NA,"rgreen",12.3286,10.2913,24.4569,41.2257,38.3411,25.33,"Accomack County",1,NA
225,"gwp_380006075243701","Groundwater","#4 (&WQ)",67257,"Captain's Cove Utility Company, Inc.","Commercial",38.001861111111,-75.410222222222,51001,NA,"rgreen",5.6601,5.96332,6.39703,6.363449,5.829199,6.04,"Accomack County",1,NA
226,"gwp_374741075331301","Groundwater","Well #1",67121,"Wessells Farm","Agriculture",37.794602777778,-75.553516666667,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
227,"gwp_374741075342101","Groundwater","Well #2",67121,"Wessells Farm","Agriculture",37.794602777778,-75.569166666667,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
228,"gwp_374744075331301","Groundwater","Well #3",67121,"Wessells Farm","Agriculture",37.79545,-75.553516666667,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
229,"gwp_374614075344601","Groundwater","Well #1",67135,"Mutton Hunk Fen Natural Area Preserve","Agriculture",37.770638888889,-75.579511111111,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
230,"gwp_374614075344602","Groundwater","Well #2",67135,"Mutton Hunk Fen Natural Area Preserve","Agriculture",37.770694444444,-75.579527777778,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
231,"gwp_374619075344161","Groundwater","Well #3",67135,"Mutton Hunk Fen Natural Area Preserve","Agriculture",37.771916666667,-75.578,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
232,"gwp_374619075344401","Groundwater","Well #4",67135,"Mutton Hunk Fen Natural Area Preserve","Agriculture",37.771944444444,-75.578833333333,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
233,"gwp_374614075342701","Groundwater","Well #5",67135,"Mutton Hunk Fen Natural Area Preserve","Agriculture",37.770527777778,-75.574166666667,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
234,"gwp_374618075342401","Groundwater","Well #6",67135,"Mutton Hunk Fen Natural Area Preserve","Agriculture",37.771527777778,-75.573305555556,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
235,"gwp_374619075342801","Groundwater","Well #7",67135,"Mutton Hunk Fen Natural Area Preserve","Agriculture",37.772055555556,-75.574305555556,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
236,"gwp_374452075360801","Groundwater","Well #1",67437,"Kelley Farm","Agriculture",37.747805555556,-75.602333333333,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
237,"gwp_374450075361001","Groundwater","Well #2",67437,"Kelley Farm","Agriculture",37.74725,-75.602805555556,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
238,"gwp_374443075361701","Groundwater","Kelley Farm",67437,"Kelley Farm","Agriculture",37.745333333333,-75.604752777778,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
239,"gwp_374442075361901","Groundwater","Kelley Farm",67437,"Kelley Farm","Agriculture",37.744916111111,-75.60525,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
240,"gwp_375616075273499","Groundwater","MW3D (Test)",67083,"Chincoteague Town Of","Municipal",37.940388888889,-75.456972222222,51001,NA,"rgreen",NA,NA,0,0,0,0,"Accomack County",1,NA
241,"gwp_374315075370701","Groundwater","Well #1",66851,"Lang Farm","Agriculture",37.720972222222,-75.618472222222,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
242,"gwp_374317075370601","Groundwater","Well #2",66851,"Lang Farm","Agriculture",37.721444444444,-75.618333333333,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
243,"gwp_374323075365801","Groundwater","Well #3",66851,"Lang Farm","Agriculture",37.723,-75.616083333333,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
244,"gwp_374324075365801","Groundwater","Well #4",66851,"Lang Farm","Agriculture",37.723,-75.616027777778,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
245,"gwp_374441075395101","Groundwater","Well #1",67417,"Wes Powers","Agriculture",37.743638888889,-75.663694444444,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
246,"gwp_374441075395102","Groundwater","Well #2",67417,"Wes Powers","Agriculture",37.745277777778,-75.6645,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
247,"gwp_374513075395001","Groundwater","Byrd Foods,Inc",67126,"Hickory Hill","Agriculture",37.753527777778,-75.663972222222,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
248,"gwp_375102075340001","Groundwater","Byrd Foods,Inc",67178,"Al Mathews","Agriculture",37.867138888889,-75.566638888889,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
249,"gwp_375103075340201","Groundwater","Byrd Foods,Inc",67178,"Al Mathews","Agriculture",37.850722222222,-75.56725,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
250,"gwp_375103075340301","Groundwater","Byrd Foods,Inc",67178,"Al Mathews","Agriculture",37.850777777778,-75.567388888889,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
251,"gwp_375103075340401","Groundwater","Byrd Foods,Inc",67178,"Al Mathews","Agriculture",37.850972222222,-75.567833333333,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
252,"gwp_375131075345701","Groundwater","Well #1",66921,"Northam Somers","Agriculture",37.8585,-75.582444444444,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
253,"gwp_375131075345702","Groundwater","Well #2",66921,"Northam Somers","Agriculture",37.858555555556,-75.582555555556,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
254,"gwp_375128075345801","Groundwater","Well #3",66921,"Northam Somers","Agriculture",37.858611111111,-75.582611111111,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
255,"gwp_374914075365701","Groundwater","Well #3",67367,"Ed Goin Farm","Agriculture",37.820555555556,-75.615861111111,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
256,"gwp_375131075345703","Groundwater","Well #4",66921,"Northam Somers","Agriculture",37.857888888889,-75.582666666667,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
257,"gwp_374454075404401","Groundwater","Byrd Foods, Inc",66989,"Wessells/ Watkinson Farm","Irrigation",37.748166666667,-75.679027777778,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
258,"gwp_374505075404201","Groundwater","Byrd Foods, Inc",66989,"Wessells/ Watkinson Farm","Irrigation",37.751333333333,-75.67825,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
259,"gwp_375056075355401","Groundwater","Byrd Foods, Inc.",67109,"Bethel Church","Agriculture",37.848888888889,-75.598444444444,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
260,"gwp_375058075355101","Groundwater","Byrd Foods, Inc.",67109,"Bethel Church","Agriculture",37.849388888889,-75.597555555556,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
262,"gwp_374528075391801","Groundwater","Charles Hurst Farm",67188,"Charles Hurst","Agriculture",37.757888888889,-75.654944444444,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
263,"gwp_374529075391701","Groundwater","Charles Hurst Farm",67188,"Charles Hurst","Agriculture",37.757933333333,-75.654844444445,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
264,"gwp_374528075391701","Groundwater","Charles Hurst Farm",67188,"Charles Hurst","Agriculture",37.757852777778,-75.654691666667,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
265,"gwp_374259075391601","Groundwater","Well 1",67436,"Peach Orchard","Agriculture",37.716333333333,-75.654527777778,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
266,"gwp_374255075391701","Groundwater","Well 2",67436,"Peach Orchard","Agriculture",37.715333333333,-75.654833333333,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
267,"gwp_374246075392601","Groundwater","Well 4",67436,"Peach Orchard","Agriculture",37.712666666667,-75.657166666667,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
270,"gwp_375922075252999","Groundwater","OW-5 (Monitoring)",67257,"Captain's Cove Utility Company, Inc.","Commercial",37.989555555556,-75.424777777778,51001,NA,"rgreen",NA,NA,0,NA,0,0,"Accomack County",1,NA
271,"gwp_380011075253399","Groundwater","OW-6 (Monitoring)",67257,"Captain's Cove Utility Company, Inc.","Commercial",38.003138888889,-75.426027777778,51001,NA,"rgreen",NA,NA,0,NA,0,0,"Accomack County",1,NA
272,"gwp_375911075252871","Groundwater","#1U (WQ)",67257,"Captain's Cove Utility Company, Inc.","Commercial",37.989416666667,-75.424611111111,51001,NA,"rgreen",NA,NA,0,0,0,0,"Accomack County",1,NA
273,"gwp_375911075252872","Groundwater","#3U",67257,"Captain's Cove Utility Company, Inc.","Commercial",38.003222222222,-75.425916666667,51001,NA,"rgreen",8.39864,11.1227,13.2223,16.7474,12.6251,12.42,"Accomack County",1,NA
274,"gwp_375911075252873","Groundwater","#4U",67257,"Captain's Cove Utility Company, Inc.","Commercial",38.001861111111,-75.410305555556,51001,NA,"rgreen",12.99887,13.7544,14.8777,14.8591,13.4479,13.99,"Accomack County",1,NA
276,"gwp_373838075431501","Groundwater","#1",67247,"Melfa Farm","Agriculture",37.643883333333,-75.720758333333,51001,NA,"rgreen",0.108,0,0,1.461,0,0.31,"Accomack County",1,NA
277,"gwp_373837075431201","Groundwater","#2",67247,"Melfa Farm","Agriculture",37.643630555556,-75.719913888889,51001,NA,"rgreen",0,0,0,14.483,0,2.9,"Accomack County",1,NA
278,"gwp_373840075432001","Groundwater","#3",67247,"Melfa Farm","Agriculture",37.644519444444,-75.722258055556,51001,NA,"rgreen",0,0,0,0,0,0,"Accomack County",1,NA
279,"gwp_373615075480301","Groundwater","Farm-1",67431,"Christian/Ames Farm","Irrigation",37.605272222222,-75.803541666667,51001,NA,"rgreen",0,0,0,0,0,0,"Accomack County",1,NA
280,"gwp_373619075481301","Groundwater","Farm-2",67431,"Christian/Ames Farm","Irrigation",37.605788,-75.804275,51001,NA,"rgreen",0,0,0,0,0,0,"Accomack County",1,NA
281,"gwp_373622075481901","Groundwater","Farm-3",67431,"Christian/Ames Farm","Irrigation",37.606205555556,-75.805125,51001,NA,"rgreen",12.68,8.154,10.145,9.228,12.047,10.45,"Accomack County",1,NA
283,"gwp_373159075473801","Groundwater","#1",67372,"Bowen Farm","Irrigation",37.533194444444,-75.793944444444,51001,NA,"rgreen",22.966,15.58,29.097,15.658,20.081,20.68,"Accomack County",1,NA
284,"gwp_373158075473501","Groundwater","#2",67372,"Bowen Farm","Irrigation",37.532777777778,-75.793111111111,51001,NA,"rgreen",8.09,9.93,3.071,13.365,9.837,8.86,"Accomack County",1,NA
285,"gwp_374530075372401","Groundwater","Well #2",66899,"Riverside Shore Rehabilitation Center","Commercial",37.758322222222,-75.623433333333,51001,NA,"rgreen",0,0,0,0,0,0,"Accomack County",1,NA
286,"gwp_374116075393601","Groundwater","#1",67189,"Bull Farm","Irrigation",37.687722222222,-75.659916666667,51001,NA,"rgreen",0.194,4.654,3.217,4.78,0.496,2.67,"Accomack County",1,NA
287,"gwp_374112075393501","Groundwater","Well #2",67189,"Bull Farm","Irrigation",37.686527777778,-75.659694444444,51001,NA,"rgreen",0,0,0,0,0,0,"Accomack County",1,NA
288,"gwp_374106075393401","Groundwater","Well #3",67189,"Bull Farm","Irrigation",37.685138888889,-75.659472222222,51001,NA,"rgreen",0,5.237,0.255,0.095,0,1.12,"Accomack County",1,NA
289,"gwp_374559075361401","Groundwater","#1",67091,"Sterling Farm","Agriculture",37.766388888889,-75.604027777778,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
290,"gwp_374558075361401","Groundwater","#2",67091,"Sterling Farm","Agriculture",37.766138888889,-75.60375,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
291,"gwp_374600075361301","Groundwater","#3",67091,"Sterling Farm","Agriculture",37.766666666667,-75.603555555556,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
292,"gwp_374559075361801","Groundwater","#4",67091,"Sterling Farm","Agriculture",37.766444444444,-75.604972222222,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
293,"gwp_374558075361901","Groundwater","#5",67091,"Sterling Farm","Agriculture",37.766222222222,-75.605361111111,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
295,"gwp_375033075353001","Groundwater","#1",67419,"Byrd Farm","Agriculture",37.842401694444,-75.592100083333,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
296,"gwp_375033075353501","Groundwater","#2",67419,"Byrd Farm","Agriculture",37.842345855556,-75.593377838889,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
297,"gwp_375230075333401","Groundwater","Well",67223,"Simpson Farm","Agriculture",37.876211111111,-75.562563888889,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
298,"gwp_375408075331101","Groundwater","Well",66909,"Mathews Farm","Agriculture",37.901986366667,-75.553517930556,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
