"MP_hydroid","Hydrocode","Source Type","MP_name","Year","Water Use MGY","Water Use (MGD)","MPID","DEQ Well Number","MP_latitude","MP_longitude","facility_hydroid","facility_name","facility_status","facility_use_type","FIPS_code","locality"
"346","gwp_373950077202501","Well","#2","2020","8.498095","0.02","373950077202501","142-00559","37.671668055556","-77.335558055556","67095","Rural Point","active","municipal","51085","Hanover"
"371","gwp_364722076412901","Well","#1 (backup)","2020","0","0.00","364722076412901","161-00580","36.789578611111","-76.691389722222","66944","Perry Minnow Farm Incorporated","active","agriculture","51093","Isle of Wight"
"373","gwp_364721076412801","Well","#3","2020","30.1859","0.08","364721076412801","161-00582","36.789166666667","-76.690972222222","66944","Perry Minnow Farm Incorporated","active","agriculture","51093","Isle of Wight"
"374","gwp_364720076412801","Well","#4 (Main)","2020","0","0.00","364720076412801","161-00583","36.788782500000","-76.691048055556","66944","Perry Minnow Farm Incorporated","active","agriculture","51093","Isle of Wight"
"375","gwp_364742076412601","Well","Well 5 (fire protection)","2020","0","0.00","364742076412601","161-00584","36.795111111111","-76.690694444444","66944","Perry Minnow Farm Incorporated","active","agriculture","51093","Isle of Wight"
"379","gwp_364055076465101","Well","Holland Well #6","2020","0.00359","0.00","364055076465101","161-00589","36.681916666667","-76.780916666667","66961","Western Tidewater Water Authority","active","municipal","51800","Suffolk"
"380","gwp_373000077074501","Well","Hemlock Rd. #1","2020","22.6266","0.06","373000077074501","163-00006","37.497222222222","-77.122222222222","66887","Woodhaven Water Company","active","municipal","51127","New Kent"
"381","gwp_373027077103901","Well","#1","2020","0.9148","0.00","373027077103901","163-00007","37.507685561111","-77.177760902778","67317","Five Lakes #1 Water System","active","municipal","51127","New Kent"
"382","gwp_373107077104901","Well","Well #1","2020","0.1974","0.00","373107077104901","163-00008","37.519416666667","-77.178944444444","73613","Brookwood Manor","active","municipal","51127","New Kent"
"383","gwp_373056076585201","Well","Middle Sch Well - NK","2020","0","0.00","373056076585201","163-00035","37.515555555556","-76.981111111111","67201","New Kent Courthouse","active","municipal","51127","New Kent"
"384","gwp_373000077074502","Well","Birch Rd. #2 ","2020","0.0558","0.00","373000077074502","163-00045","37.494722222222","-77.123888888889","66887","Woodhaven Water Company","active","municipal","51127","New Kent"
"388","gwp_372310076541501","Well","Well #1","2020","8.4744","0.02","372310076541501","163-00078","37.399491666667","-76.901622222222","66886","Colonies","active","municipal","51127","New Kent"
"389","gwp_372310076541502","Well","Well #2","2020","3.1198","0.01","372310076541502","163-00079","37.398869444444","-76.901677777778","66886","Colonies","active","municipal","51127","New Kent"
"390","gwp_372438076561601","Well","Well #6 - Main Well","2020","2.648927","0.01","372438076561601","163-00093","37.410597675000","-76.937882880556","67150","Rockahock Campground","active","commercial","51127","New Kent"
"391","gwp_373107077104902","Well","Well #2","2020","3.913689","0.01","373107077104902","163-00097","37.516527777778","-77.180472222222","73613","Brookwood Manor","active","municipal","51127","New Kent"
"396","gwp_373015077045101","Well","Talleysville #1 (ABN)","2020","0","0.00","373015077045101","163-00141","37.504262752778","-77.080850266667","67023","Farms of New Kent Water System","active","municipal","51127","New Kent"
"399","gwp_372818077013301","Well","NKD #1 (Legends Well)","2020","5.128","0.01","372818077013301","163-00145","37.471666666667","-77.025833333333","67018","Colonial Downs Public Water System","active","municipal","51127","New Kent"
"404","gwp_373624075482301","Well","Farm-4","2020","0","0.00","373624075482301","100-01148","37.606666666667","-75.806430555556","67431","Christian/Ames Farm","active","irrigation","51001","Accomack"
"405","gwp_373625075482601","Well","Farm-5","2020","0","0.00","373625075482601","100-01149","37.606966666667","-75.807272222222","67431","Christian/Ames Farm","active","irrigation","51001","Accomack"
"406","gwp_373616075482001","Well","Farm-6","2020","3.451","0.01","373616075482001","100-01150","37.604452777778","-75.805575000000","67431","Christian/Ames Farm","active","irrigation","51001","Accomack"
"407","gwp_373617075481901","Well","Farm-7","2020","0","0.00","373617075481901","100-01151","37.604583333333","-75.805355555556","67431","Christian/Ames Farm","active","irrigation","51001","Accomack"
"408","gwp_373615075480302","Well","Farm-8","2020","3.609","0.01","373615075480302","100-01152","37.604080555556","-75.800850000000","67431","Christian/Ames Farm","active","irrigation","51001","Accomack"
"414","gwp_373921075471101","Well","Well #1","2020","5.369","0.01","373921075471101","100-01162","37.655872222222","-75.786336111111","67047","Bobtown Farm","active","irrigation","51001","Accomack"
"415","gwp_373430075501901","Well","#1","2020","2.857","0.01","373430075501901","100-01163","37.575105555556","-75.838561111111","66953","Shelley Farm","active","irrigation","51001","Accomack"
"416","gwp_373431075501902","Well","#2","2020","1.425","0.00","373431075501902","100-01164","37.575269444444","-75.838591666667","66953","Shelley Farm","active","irrigation","51001","Accomack"
"417","gwp_373612075485301","Well","Bumble Bee","2020","0.03232","0.00","373612075485301","100-01166","37.603600000000","-75.814944444444","67431","Christian/Ames Farm","active","irrigation","51001","Accomack"
"418","gwp_373605075483401","Well","Fire","2020","0","0.00","373605075483401","100-01167","37.601516666667","-75.809369444444","67431","Christian/Ames Farm","active","irrigation","51001","Accomack"
"422","gwp_374342075395001","Well","Well #1","2020","0.18114","0.00","374342075395001","100-01171","37.728194444444","-75.663833333333","67009","Dreamland Acres","active","municipal","51001","Accomack"
"423","gwp_374342075395101","Well","Well #3","2020","0.39077","0.00","374342075395101","100-01172","37.728444444444","-75.664083333333","67009","Dreamland Acres","active","municipal","51001","Accomack"
"424","gwp_374342075395102","Well","Well #4","2020","0.22792","0.00","374342075395102","100-01173","37.728222222222","-75.664055555556","67009","Dreamland Acres","active","municipal","51001","Accomack"
"425","gwp_374341075395001","Well","Well #5","2020","0.15488","0.00","374341075395001","100-01174","37.728027777778","-75.663833333333","67009","Dreamland Acres","active","municipal","51001","Accomack"
"426","gwp_374340075394901","Well","Well #6","2020","0.16571","0.00","374340075394901","100-01175","37.727777777778","-75.663583333333","67009","Dreamland Acres","active","municipal","51001","Accomack"
"427","gwp_374340075394802","Well","Well #7","2020","0.29038","0.00","374340075394802","100-01176","37.727638888889","-75.663388888889","67009","Dreamland Acres","active","municipal","51001","Accomack"
"428","gwp_374341075394901","Well","Well #8","2020","0.3483","0.00","374341075394901","100-01177","37.727972222222","-75.663555555556","67009","Dreamland Acres","active","municipal","51001","Accomack"
"429","gwp_374342075394901","Well","Well #9","2020","0.34963","0.00","374342075394901","100-01178","37.728194444444","-75.663555555556","67009","Dreamland Acres","active","municipal","51001","Accomack"
"430","gwp_374341075394801","Well","Well #10","2020","0.16675","0.00","374341075394801","100-01179","37.727972222222","-75.663305555556","67009","Dreamland Acres","active","municipal","51001","Accomack"
"431","gwp_374340075394701","Well","Well #11","2020","0.18038","0.00","374340075394701","100-01180","37.727750000000","-75.663138888889","67009","Dreamland Acres","active","municipal","51001","Accomack"
"432","gwp_374340075394702","Well","Well #12","2020","0.19117","0.00","374340075394702","100-01181","37.727888888889","-75.662916666667","67009","Dreamland Acres","active","municipal","51001","Accomack"
"433","gwp_374341075394601","Well","Well #13","2020","0.13175","0.00","374341075394601","100-01182","37.728083333333","-75.662638888889","67009","Dreamland Acres","active","municipal","51001","Accomack"
"434","gwp_374342075394501","Well","Well #14","2020","0.21268","0.00","374342075394501","100-01183","37.728250000000","-75.662388888889","67009","Dreamland Acres","active","municipal","51001","Accomack"
"435","gwp_374342075394401","Well","Well #15","2020","0.31427","0.00","374342075394401","100-01184","37.728416666667","-75.662111111111","67009","Dreamland Acres","active","municipal","51001","Accomack"
"436","gwp_374340075394801","Well","Well #2","2020","0.18263","0.00","374340075394801","100-01185","37.727777777778","-75.663833333333","67009","Dreamland Acres","active","municipal","51001","Accomack"
"438","gwp_375616075273400","Well","Old Test (Monitoring)","2020","0","0.00","375616075273400","100-01189","37.937888888889","-75.459416666667","67083","Chincoteague Town of","active","municipal","51001","Accomack"
"442","gwp_374533075372101","Well","Well #3","2020","3.352","0.01","374533075372101","100-01253","37.759280555556","-75.622491666667","66899","Riverside Shore Rehabilitation Center","active","commercial","51001","Accomack"
"443","gwp_375008075343900","Well","GBH Boring (Test)","2020","0","0.00","375008075343900","100-01254","37.835544444444","-75.577538888889","67332","Mappsville Facility & Labor Housing","active","commercial","51001","Accomack"
"444","gwp_375731075265001","Well","#5 (&WQ)","2020","3.4657","0.01","375731075265001","100-01255","37.958641666667","-75.447294444444","67315","Trails End Utility Company Incorporated","active","municipal","51001","Accomack"
"452","gwp_373655075482601","Well","#1","2020","5.992","0.02","373655075482601","100-01265","37.615366666667","-75.807072222222","67155","Walker Farm","active","irrigation","51001","Accomack"
"453","gwp_374405075391299","Well","MYETW - (WQ)","2020","0","0.00","374405075391299","100-01266","37.734611111111","-75.653444444444","67227","Perdue Farms Incorporated","active","industrial","51001","Accomack"
"454","gwp_374405075391298","Well","LYETW - (WQ)","2020","0","0.00","374405075391298","100-01267","37.734583333333","-75.653444444444","67227","Perdue Farms Incorporated","active","industrial","51001","Accomack"
"455","gwp_375731075270302","Well","#6 (Replaced #1)","2020","6.037","0.02","375731075270302","100-01268","37.958497222222","-75.450786111111","67315","Trails End Utility Company Incorporated","active","municipal","51001","Accomack"
"456","gwp_375936075311001","Well","Well #1","2020","0.9273","0.00","375936075311001","100-01273","37.993330555556","-75.519627777778","66967","Seybolt Farm","active","agriculture","51001","Accomack"
"457","gwp_375936075310801","Well","Well #2","2020","0.7827","0.00","375936075310801","100-01274","37.993472222222","-75.518972222222","66967","Seybolt Farm","active","agriculture","51001","Accomack"
"458","gwp_375937075310501","Well","Well #3","2020","1.871129","0.01","375937075310501","100-01275","37.993555555556","-75.518111111111","66967","Seybolt Farm","active","agriculture","51001","Accomack"
"459","gwp_375937075310201","Well","Well #4","2020","0.18336","0.00","375937075310201","100-01276","37.993638888889","-75.517250000000","66967","Seybolt Farm","active","agriculture","51001","Accomack"
"462","gwp_375008075343901","Well","Plant Production #2","2020","0.279","0.00","375008075343901","100-01280","37.835566666667","-75.577519444444","67332","Mappsville Facility & Labor Housing","active","commercial","51001","Accomack"
"464","gwp_373915075435201","Well","Home Farm 2 (South)","2020","6.5457","0.02","373915075435201","100-01283","37.654083333333","-75.731000000000","67081","Home Farm & Fitchett Farm","active","agriculture","51001","Accomack"
"465","gwp_373917075435001","Well","Fitchett Farm 1 (North)","2020","6.2819","0.02","373917075435001","100-01284","37.654833333333","-75.730527777778","67081","Home Farm & Fitchett Farm","active","agriculture","51001","Accomack"
"466","gwp_373916075435199","Well","FitchettMonitoring Well","2020","0","0.00","373916075435199","100-01289","37.654305555556","-75.730916666667","67081","Home Farm & Fitchett Farm","active","agriculture","51001","Accomack"
